,title,company,skills,location,posted_date,type,salary
593,Jr. Machine Learning Data Scientist,"K2 Partnering Solutions, Inc.","python, machine learning",Remote,03-13-2023,"Contract: W2, 6 Month(s)",$50 - $60
594,Data Scientist,BNY Mellon Corporation,"Analysis, Python, Java, Matlab, SQL, Foundation","Pittsburgh, PA",02-23-2023,Full Time,
595,Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation","Lake Mary, FL",02-23-2023,Full Time,
596,Data Scientist,BNY Mellon Corporation,"Computer, Programming, Python, Java, Matlab, SQL, Foundation","Pittsburgh, PA",02-23-2023,Full Time,
597,Data Scientist,Apex Systems,[],"Bentonville, AR",02-10-2023,Full Time,
598,MAGNet Lead (ASU) Data Scientist,State Farm,[],"Remote or Tempe, AZ",03-01-2023,Full Time,
599,Data Scientist/AI/ML Engineer,Satsyil Corporation,AI,Remote,03-09-2023,"Contract: W2, 48 Month(s)",$80 - $90
600,Data Scientist,Cohesive Technologies LLC,Data Scientist,"Mountain View, CA",04-14-2023,"Contract: Corp-To-Corp, Independent, W2, Long term",
601,Data Scientist,Clearbridge Technology Group,Data Scientist,"Stamford, CT",04-12-2023,"Contract: Corp-To-Corp, Independent, W2, 6 Month(s)",Depends on Experience
602,Data Scientist,Randstad Technologies,Data Scientist,"Remote or Saint Louis, MO",04-15-2023,Contract: W2,USD54 - USD64
603,Data Scientist,Randstad Technologies,Data Scientist,"Remote or Saint Louis, MO",04-15-2023,Contract: W2,USD54 - USD64
604,Data Scientist,Randstad Technologies,Data Scientist,"Remote or Saint Louis, MO",04-15-2023,Contract: W2,USD61 - USD81
605,Data Scientist,Randstad Technologies,Data Scientist,"Charlotte, NC",04-12-2023,Contract: W2,USD71 - USD81
606,Data Scientist,Randstad Technologies,Data Scientist,"Remote or Redmond, WA",04-10-2023,Contract: W2,USD39 - USD49
607,Data Scientist (Remote),Codeforce 360,Data Scientist,"Remote or Minneapolis, MN",04-11-2023,"Contract: Corp-To-Corp, 6+ Month(s)",
608,Data Scientist,Randstad Technologies,Data Scientist,"Remote or Portland, OR",04-06-2023,Contract: W2,USD105 - USD109
609,Data Scientist,Ascendion Inc.,"data scientist, Python, R, SQL, data mining","Greenwood Village, CO",04-13-2023,"Contract: W2, Full-time",USD70.0000 - USD75.0000
610,Data Scientist,E-Deft,"Claims, Healthcare, Data Scientist, Payer",Remote,04-13-2023,"Contract: Corp-To-Corp, Independent, W2",
611,Data Scientist,Phaidon International,Data Scientist,"Texas, USA, TX",03-30-2023,Full Time,$90000 - $100000 per annum
612,Data Scientist,U.S. Tech Solutions Inc.,"Data Science, Data Scientist, data visualization, Data ScienceExperience",Remote,04-05-2023,"Contract: W2, 4 Month(s)",Depends on Experience
613,Data Scientist,QATOS LLC,Data Scientist,,03-29-2023,"Contract: Corp-To-Corp, + Month(s)",
614,Data Scientist,Cynet Systems,"Python, Artificial intelligence, DBMS, Data Scientist, Data ScientistJob, Jupyter","Los Angeles, CA",04-12-2023,Full Time,Depends on Experience
615,Data Scientist,Cynet Systems,"Data Scientist, Data ScientistJob, Matlab, Oracle, Python, R","Lawrenceville, NJ",04-12-2023,"Contract: Independent, W2, Corp-To-Corp",Depends on Experience
616,Data Scientist,Blue Rose Technologies LLC,"Data Scientist, GCP, Google Cloud, Bigquery, Python",Remote,04-13-2023,"Contract: Independent, W2, Corp-To-Corp, 12 Month(s)",Depends on Experience
617,Data Scientist,Decca Consulting,"Data Scientist, Excel, Power BI, Time management, build models, collaborate, data dictionary, data engineering, data modeling","Houston, TX",04-12-2023,"Contract: W2, 6 Month(s)",$25.33 - $25.33
618,Data Scientist,ZEN3 INFOSOLUTIONS AMERICA INC,"Data Scientist, PowerBI, SQL, Python, UX","Redmond, WA",04-12-2023,Full Time,"$80,000 - $120,000"
619,Data Scientist,Randstad Technologies,Data Scientist,"Remote or Bentonville, AR",03-28-2023,Contract: W2,USD76 - USD96
620,Data Scientist I,Randstad Technologies,Data Scientist I,"Charlotte, NC",04-07-2023,Contract: W2,USD43 - USD53
621,Data Scientist,Xoriant Corporation,"Data Scientist, Unix, Python, data analysis, data science, debug, excel, oracle","Tampa, FL",04-11-2023,"Contract: W2, 12 Month(s)",Depends on Experience
622,Data Scientist,Mansai  Corporation,"Azure, Azure Data Factory, Azure SQL, Data Scientist, Data Visualization, Power BI, Data lake, ETL processes","Baltimore, MD",04-14-2023,"Contract: Corp-To-Corp, 1 Year(s)",$55 - $60
623,Data Scientist,Nigel Frank International,Data Scientist,"Springfield, VA, VA",03-23-2023,Full Time,$170000 - $180000 per annum
624,Data Scientist,LatentView Analytics Corporation,"Data Scientist, MMM, Marketing mix model","San Jose, CA",04-06-2023,Full Time,"$100,000 - $140,000"
625,Data Scientist,WinMax Systems Corporation,Data Scientist,Remote,03-22-2023,"Contract: W2, 18 Month(s)",Depends on Experience
626,Data Scientist,Metasys Technologies,"Data Scientist, Utility, Python, SQL, Machine Learning",Remote,04-05-2023,"Contract: W2, 6 Month(s)",$90 - $100
627,Data Scientist - Computer Vision,Henderson Scott Limited,Data Scientist - Computer Vision,Remote,04-08-2023,Full Time,$182545.50 - $182545.50 per annum
628,1355 Data Scientist,Experis,1355 Data Scientist,Remote,03-25-2023,Contract: W2,
629,Junior Data Scientist,"Pragmatics, Inc.","data science, data analysis, Bayesian methods, Data Scientist, data scientists, Simulation, statistical analysis, Python, Tomcat, statistical methods, Big Data, machine learning","Columbia, MD",04-13-2023,Full Time,"$100,000 - $130,000"
630,Data Scientist,"HireTalent, LLC","Data Scientist, NLP Models, AI development, Java, Python","New York, NY",03-31-2023,"Contract: W2, 3 Month(s)",Depends on Experience
631,Data Scientist -- Computer Vision,NR Consulting LLC,"Data Scientist, Image Filtering, Binary Morphology, Perspective / Affine transformation","Santa Clara, CA",04-11-2023,"Contract: Corp-To-Corp, W2, 12 Month(s)",Up to $70
632,Data Scientist,Xoriant Corporation,"Data Scientist, SQL, text mining, researching, Metadata, Quality Improvement",Remote,03-30-2023,"Contract: Corp-To-Corp, W2, Independent, 24 Month(s)",Depends on Experience
633,Jr. Data Scientist,Technovert,"Data Science, Data Scientist, Python, Azure, Databrick, Jupyter Notebook, GIT, Linux, JSON",Remote,04-14-2023,"Contract: Independent, W2, 12 Month(s)",$40 - $45
634,Sr Data Scientist,Idexcel Inc.,"Data Scientist, Python, Machine Learning, NLP","Herndon, VA",03-31-2023,Full Time,Depends on Experience
635,Data scientist / Machine Learning,ASCII Group LLC,"Matlab, R, SQL, python, data analytics, machine learning, data scientist","Durham, NC",04-04-2023,"Contract: W2, 12 Month(s)",$40 - $60
636,Data Scientist,"Engage Partners, Inc.","Data Scientist, Python, analytical skills, machine learning, Azure, AWS","New York, NY",03-28-2023,Full Time,"$150,000 - $175,000"
637,Sr. Data Scientist--REMOTE,SA Technologies Inc,"Bigquery, C +, C + +, Data Scientist, Java, Perl, Python, Vertex, data modeling, data structures, data visualization, database management",Remote,04-14-2023,"Contract: Independent, W2, 12 Month(s)",Depends on Experience
638,Principal Data Scientist / ML Engineer,Randstad Technologies,Principal Data Scientist / ML Engineer,"Santa Ana, CA",04-07-2023,Full Time,"USD125,000 - USD218,000"
639,Data Scientist/Computer Vision,Chabez Tech LLC,"Machine Learning, Data scientist, Computer Vision","Santa Clara, CA",03-28-2023,"Contract: Independent, W2, Corp-To-Corp",Depends on Experience
640,Data Scientist,Talent Navigation Experts,"Data Science, Data Scientist, Machine Learning, build models, Python, aws, aws cloud, ci/cd, continuous integration, continuous delivery, continuous deployment, python scripting, python coding, oil and gas, oil, gas","Denver, CO",04-10-2023,Full Time,"$105,000 - $160,000"
641,Data Scientist,IT Solutions,"4-7 Professional experience as a data analyst, developer, or data scientist. 4-7 Professional experience creating statistical or machine models to execute forecasting based on",,03-30-2023,"Contract: Corp-To-Corp, W2",$Open
642,Lead Data Scientist,Atyeti,"Data Scientist, AI, Deep Learning, Python, Numpy, Machine Learning, Predictive Modelling, Spark, ETL, Team Lead, data science","Washington D.C., DC",04-12-2023,"Contract: Corp-To-Corp, W2, Independent, 24 Month(s)",Depends on Experience
643,Data Scientist,Carman Solutions Group,"Machine Learning, Data Scientist, ML and NLP techniques, Big data",Remote,03-22-2023,"Contract: W2, Independent, 12 Month(s)",Up to $60
644,Lead Data Scientist (Part time 70%) Remote,"Esolvit, Inc.","Azure, Azure Databricks, Data Science, Data Scientist, Data ScientistLocation, GithubAWSExperience, Jenkins, Machine Learning, data manipulation",Remote,04-12-2023,"Contract: Independent, Corp-To-Corp, W2, 6 Month(s)",$80 - $90
645,Data Scientist with AWS : Direct client (100% remote Role),"SoftHQ, Inc.","AWS, Data Scientist, machine learning)",Remote,04-14-2023,"Contract: W2, Independent, Corp-To-Corp, 6+ month(s)",
646,Data Scientist Advisor,"Softworld, Inc.","Data Scientist, Machine Learning, Python, Pandas, Scikit Learn, AWS, MLOps, Sagemaker, AI/ML, Spark, Deep Learning, Predictive Analytics, Hadoop, SQL, NoSQL, Python, Data Scientist, Data Science, data visualization, healthcare claims",Remote,04-06-2023,"Contract: W2, 12 month(s)",
647,Data Scientist Advisor,"Softworld, Inc.","Data Scientist, Machine Learning, Python, Pandas, Scikit Learn, AWS, Sagemaker, AI/ML, Spark, Deep Learning, Predictive Analytics, Hadoop, SQL, NoSQL, Python, Data Scientist, Data Science, data visualization, healthcare claims",Remote,04-05-2023,"Contract: W2, 12 month(s)",
648,Mid-Level Data scientist,Smith & Associates,"sql, data scientist, python, MATLAB","Houston, TX",03-24-2023,Full Time,Depends on Experience
649,Lead Data Scientist,"ORS Partners, LLC","Big Data, Data Scientist, ETL, business - intelligence, Teradata, data warehouse, data manipulation, telecommunications industry, machine learning, telecommunications","Colorado Springs, CO",03-27-2023,Full Time,"$100,000 - $140,000"
650,Data Scientist-100% Remote only W2 Allowed,Jade Biz Services,"Python, Data Scientist, Databricks",Remote,03-28-2023,"Contract: W2, 6 month(s)",
651,Data Scientist,"Engage Partners, Inc.","AI, Data Scientist, Python, ad - hoc analysis, analytical skills, cloud - based architecture, communication skills, computer science, machine learning, physics, predictive models, verbal communication","New York, NY",03-27-2023,Full Time,Depends on Experience
652,Data Scientist,Darwin Recruitment,Data Engineering,"Chicago, IL, IL",04-15-2023,Full Time,$100000.00 - $120000.00 per annum
653,Data Scientist,ABN TECH CORP,"Python, Machine learning, Arima, Sarima, Data Scien*","San Francisco, CA",04-14-2023,"Contract: Corp-To-Corp, W2, Independent, 12 Month(s)",$60 - $70
654,Data Scientist,"Technology Solutions Provider, Inc.","Data Science, Python",Remote,04-13-2023,Full Time,Depends on Experience
655,Senior Data Scientist with Python,"Pyramid Consulting, Inc.","data scientist, Python, AI, ML","Irving, TX",03-16-2023,"Contract: Corp-To-Corp, W2, Independent, 30 Month(s)",$70 - $90
656,Data Scientist w/ MMM or MTA,Randstad Technologies,Data Scientist w/ MMM or MTA,"San Bruno, CA",03-24-2023,Contract: W2,USD60 - USD80
657,"Geospatial Data Scientist, Junior to Senior Level, TS SCI Clearance",EMW Staffing Solutions LLC,"Geospatial, Data Scientist, ESRI","Springfield, VA",03-28-2023,Full Time,"$85,000 - $130,000"
658,Data Scientist,Denken Solutions,"Classical ML, Statistics Structured, Performance metrics, Data pre-processing, Neural or NLP, AB testing","Remote or Remote, WI",04-14-2023,"Contract: Corp-To-Corp, W2",USD Depends on Experience
659,Remote Job Opportunity: Immediate need for a talented Data Analyst/ Data Scientist.,"Pyramid Consulting, Inc.","Data Analyst, Data Scientist, ETL, PowerBI, Tableau",Remote,04-06-2023,Full Time,"$100,000 - $120,000"
660,Data Scientist,Amtex System Inc.,"Python, Java, AWS, GCP, C/C++, Data, Perl, BIGQUERY, SCIENTIST, vertex AI","Remote or San Jose, CA",04-13-2023,"Contract: Corp-To-Corp, 6 month(s)+",
661,"Data Scientist, Candidates Must be local to Georgia",Taras Technology LLC,"Data Scientist, NLP, Deep learning, text mining, Probabilistic, PySpark, Java, Hadoop, Hive, Spark","Alpharetta, GA",04-14-2023,"Contract: W2, Corp-To-Corp, 8 Month(s)",$65 - $70
662,Data Scientist,"Zachary Piper Solutions, LLC",[],"McLean, VA",04-15-2023,Full Time,
663,Lead Data Scientist,Xcelligen Systems Inc.,"Python, Postgres, Tableau, Oracle, SQL, OCR, Artificial Intelligence, Business Intelligence, NLP, ETL, AI, Data Scientist, Database",Remote,03-20-2023,"Contract: W2, Independent, Corp-To-Corp",Depends on Experience
664,"Data Scientist w/database technologies, including Oracle, SAP, DB2, Teradata, SQL Server, SAP HANA, MySQL 100% Remote",Zeektek,"Data Scientist, Python, Teradata, Oracle, SQL Server, Data Science",Remote,04-14-2023,"Contract: W2, 6 Month(s)",$70 - $75
665,Data Scientist,Eliassen Group,[],"Charlotte, NC",04-13-2023,Contract: W2,
666,"Data Scientist - Hybrid onsite (Tampa, FL)",Xoriant Corporation,"Data Science/Data Scientist, Machine Learning/ML, NLP, Oracle, Python/R, SQL, Big DAta, Data analyst","Tampa, FL",03-23-2023,"Contract: W2, 12 Month(s)",$80 - $85
667,"Data Scientist (Machine Learning) || Sunnyvale, CA (Onsite from Day1) || Contract",Spar Information Systems,"Python, Machine Learning, Data Scientist, Scikit Learn, Arima, SARIMA, prophet, LSTM, pandas, Pytorch","Sunnyvale, CA",04-14-2023,"Contract: W2, Corp-To-Corp, 12+ Month(s)",
668,Staff Data Scientist,High Country Search Group,"Data Science, PHD, MLOps, NLP","New York, NY",04-11-2023,Full Time,"$170,000 - $215,000"
669,Data Scientist,Yash Solutions LLC,"Data Scientist, Machine Learning, Python, AWS, Sagemaker, Athena, Glue, SQL","Greenville, SC",02-28-2023,Contract: W2,Depends on Experience
670,Data Scientist,Kforce Technology Staffing,[],"Remote or Cincinnati, OH",04-13-2023,"Contract: W2, Temp",$47 - $51 hourly
671,Data Scientist,IT Concepts Inc,"statistical analysis, machine learning, ML model, Natural Language Processing, NLP, SQL, advanced queries, Python, SAS, R Program, Enterprise Data, data manipulation, data visualization, Data Analytics, Tableau, Data Scientist, Data Science","Woodlawn, MD",03-02-2023,Full Time,"$100,000 - $140,000"
672,Data Scientist,Kforce Technology Staffing,[],"Remote or Redmond, WA",04-11-2023,"Contract: W2, Temp",$55 - $70 hourly
673,Data Scientist,Peterson Technology Partners,"Data Mining, Data Science, Decision Trees, Keras, NLTK, Natural Gas, Machine Learning, Text Mining, TensorFlow, modeling / data",Remote,03-31-2023,"Contract: W2, Independent, Corp-To-Corp, 12 Month(s)",Depends on Experience
674,Data Analyst- Machine Learning / Data scientist,Purple Drive Technologies LLC,"C +, Clustering, C + +, D3 . js, Data Scientist, Decision Trees, Machine Learning, Data Analyst, Generalized Linear Model, Deep Learning, Neural Networks, Hadoop, K - Means, Matplotlib, MATLAB, NoSQL, MongoDB, Java, D3, SQL, analytical skills, Plotly, Tableau, attention to detail, data structures, Qlik, Python, data visualization, data modeling, unsupervised, Regression, R, data mining, database design, Scala, naive Bayes, statistical analyses, statistical analysis, unsupervised machine learning","Austin, TX",04-11-2023,Full Time,Depends on Experience
675,AI Data Scientist,Meridianservices LLC.,Data Scientist,"Dallas, TX",02-09-2023,Full Time,Depends on Experience
676,Data Scientist - Fulltime,CitiusTech,"data science, Elastic Search, MongoDB, multivariate testing, predictive analytics, statistical analysis, Pandas, Pig, Python, Scala, data modeling, machine learning",Remote,04-11-2023,Full Time,Depends on Experience
677,Data Scientist,Indotronix International Corp,"Analytics, Python, sql, data science","Portland, OR",04-04-2023,"Contract: W2, 6 Month(s)",$100 - $110
678,Data Scientist,CMCI,"Data Scientist, Business Objects, Cluster Analysis, Data Scientists, Hadoop, Java, Kafka, Natural Language Processing, PowerBI, Python, R, project management, project plans, SPSS Modeler, SPSS, Scala, Tableau, data analysis, SAS",Remote,03-06-2023,Full Time,Depends on Experience
679,Data Scientist,Apex Systems,[],"Richmond, VA",04-06-2023,Full Time,
680,Data Scientist - NLP,ADDSOURCE,"Python, SQL, Kafka, NLP, DATA SCIENCE","Remote or Jersey City, NJ",04-11-2023,"Contract: Corp-To-Corp, long term",
681,Data Scientist,Motion Recruitment,[],"Los Angeles, CA",04-07-2023,Full Time,
682,Sr Data Scientist,"ATR International, Inc.",[],"San Mateo, CA",04-14-2023,Full Time,
683,Contract Data Scientist,ALTA IT Services,"power bi, tableau, cloud computing, automated pipeline building, data modeling, SQL, Python","Cincinnati, OH",04-06-2023,Contract: W2,Up to $80
684,,,[],,,,
685,,,[],,,,
686,Data Scientist,Xcelo Group Inc,[],"Remote or Dallas, TX",04-04-2023,"Full Time, Part Time, Contract: Corp-To-Corp, W2, Independent",
687,,,[],,,,
688,Data Scientist,Robert Half,"Python, Computer, SQL, Mathematical","CHICAGO, IL",04-14-2023,Full Time,$100000.00 to $125000.00 yearly
689,Data Scientist,Dew Software,"Data Scientist, Machine Learning, communication skills, data architecture, problem - solving skills, Python, data engineering",Remote,02-14-2023,Contract: W2,Depends on Experience
690,,,[],,,,
691,,,[],,,,
692,Data Scientist 2,Kforce Technology Staffing,[],"Remote or Redmond, WA",04-10-2023,"Contract: W2, Temp",$40 - $52 hourly
693,Data Scientist,"TSR Consulting Services, Inc.","Python, Matlab, Oracle, SQL, Consulting","Princeton, NJ",04-13-2023,"Contract: Independent, W2, Corp-To-Corp",
694,,,[],,,,
695,,,[],,,,
696,Data Scientist Lead,Wipro Ltd.,[],"Tampa, FL",04-14-2023,Full Time,
697,Senior Data Scientist,Eliassen Group,[],"Herndon, VA",04-07-2023,Contract: W2,
698,Data Scientist,Odesus,"AI, Artificial intelligence, Python, R, SQL, DBMS, SAS, Stata, SPSS, Sagemaker, TensorFlow, Kafka, Spark, Hadoop","Los Angeles, CA",04-10-2023,Full Time,"$120,000 - $175,000"
699,Lead Data Scientist,Eliassen Group,[],"Herndon, VA",04-07-2023,Contract: W2,
700,Data Scientist,Jobot,[],"New York, NY",04-04-2023,Full Time,"$120,000 - $140,000 per year"
701,Data Scientist II,Pax8,[],"Remote or Greenwood Village, CO",04-08-2023,Full Time,
702,Data Scientist,Robert Half,"SQL, Excel, Python","Cherry Hill, NJ",04-09-2023,Full Time,$100000.00 to $120000.00 yearly
703,Data Scientist,Motion Recruitment,[],"Houston , TX",03-29-2023,Full Time,
704,Data Scientist,Maddisoft,[],"Houston, TX",03-28-2023,"Full Time, Part Time, Contract: Independent, W2, Corp-To-Corp",
705,Senior Microbiome Data Scientist,Motion Recruitment,[],,04-13-2023,Full Time,
706,Data Scientist,Apex Systems,[],"Indianapolis, IN",03-28-2023,Full Time,
707,Data Scientist,ApTask,"python, sql, bert, nlp",Remote,04-11-2023,"Contract: Corp-To-Corp, 12 Month(s)",$60 - $70
708,Data Scientist (Energy Preferred),Jobot,[],"Herndon, VA",04-12-2023,Full Time,"$140,000 - $170,000 per year"
709,Data Scientist (HDIP) - Hybrid,Irvine Technology Corporation (ITC),[],"Los Angeles, CA",04-11-2023,Full Time,"USD120,000 - USD175,000"
710,Data Scientist Advisor,Kforce Technology Staffing,[],"Remote or Fairfax, VA",04-03-2023,"Contract: W2, Temp",$59.50 - $80.50 hourly
711,Data Scientist,E-Deft,[],,03-28-2023,"Contract: Corp-To-Corp, W2, Independent",
712,,,[],,,,
713,Data Scientist Senior,SAIC,"Research, Laboratory, Modeling, Computer, Engineering, Python, Security","MONTEREY, CA",04-13-2023,Full Time,
714,AVP & Data Scientist,Travelers,[],"Hartford, CT",04-12-2023,Full Time,"$164,600.00 - $271,500.00"
715,Data Scientist,Novateur Technologies Inc.,"Statistical modeling, Bayesian model, impact model","Dallas, TX",04-04-2023,"Contract: W2, Independent, Corp-To-Corp, 6 Month(s)",Depends on Experience
716,,,[],,,,
717,,,[],,,,
718,Data Scientist,Global Data Consultants,[],"Carlisle, PA",03-24-2023,Full Time,
719,Senior Data Scientist,Aerospace Corporation,[],"Chantilly, VA",04-06-2023,Full Time,
720,Scientific - Data Scientist,Net2Source Inc.,Please refer to job description,"Lawrenceville, NJ",04-12-2023,"Contract: W2, Independent, 8+ mo(s)",$1 - $64.28 hr
721,Sr. Data Scientist,Atyeti,"Python, AWS, Scala, Spark","Washington D.C., DC",04-10-2023,"Contract: Corp-To-Corp, W2, Independent, 24 Month(s)",$70 - $80
722,Sr. Data Scientist,Atyeti,"Python, Scala, Spark, Machine Learning, AWS",Remote,04-10-2023,"Contract: W2, Independent",Depends on Experience
723,Sr. Data Scientist I,Pax8,[],"Remote or Greenwood Village, CO",04-08-2023,Full Time,
724,Data Scientist (TS/SCI with Full Scope Poly),Jefferson Frank,"AI, ML, Data","Falls Church, VA",04-12-2023,Full Time,$200000 - $220000 per annum
725,Data Scientist,Motion Recruitment,[],"Columbus, OH",03-21-2023,Full Time,
726,Data Scientist,Robert Half,"Python, Mathematical","JOHNSTON, IA",04-04-2023,"Contract: W2, Independent",
727,Data Scientist,TEKHiring,"Machine Learning, Data Science, Random Forest, NLP, Python","Austin, TX",03-17-2023,"Contract: W2, Independent, 1 Year(s)",$40 - $50
728,Sr Data Scientist,W3Global,"Machine Learning, Python, SQL, Neural Networks, (Natural Language Processing/Computer Vision), Tensorflow, PyTorch, SkLearn, REST APIs, Docker/Kubernetes, Azure/AWS clouds","Santa Clara, CA",04-12-2023,Full Time,USD120000.0/ANNUAL - USD160000.0/ANNUAL
729,Principle Data Scientist,ADDSOURCE,"Kafka, Hadoop, Machine Learning, Docker, AI solution","Remote or Jersey City, NJ",04-10-2023,Full Time,
730,Senior Data Scientist - Geospatial,Darwin Recruitment,Data Science,"Dallas, TX",03-21-2023,Full Time,$140000.00 - $180000.00 per annum
731,Senior Data Scientist - Telematics,"Capgemini America, Inc.","Telematics, Python, snowflake, oracle, AWS services","Hartford, CT",04-11-2023,Full Time,Depends on Experience
732,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers,[],"Hartford, CT",04-14-2023,Full Time,"$121,700.00 - $200,800.00"
733,Senior Data Scientist III,"Korn Ferry/RELX, Inc. RPO",legal,Remote,04-11-2023,Full Time,Depends on Experience
734,Data Scientist - Fortune 500 Company,Motion Recruitment,[],"Houston, TX",04-07-2023,Full Time,
735,Data Scientist - Fortune 500 Company,Motion Recruitment,[],"San Diego, CA",04-07-2023,Full Time,
736,Data Scientist - Fortune 500 Company,Motion Recruitment,[],"Irvine , CA",04-07-2023,Full Time,
737,Data Scientist,Veear,"NLP, SQL, Tableau","Sunnyvale, CA",03-24-2023,"Contract: W2, Independent, Corp-To-Corp, 12 Month(s)",$45 - $90
738,Data Scientist - ML - Computer Vision,Eliassen Group,[],"Charlotte, NC",04-07-2023,Contract: W2,
739,Data Scientist,Info Dinamica Inc,"Machine Learning, Image Filtering, Binary Morphology, Perspective / Affine transformation, Edge Detection, Tracking., Regression, Unsupervised Learning, PCA.","Santa Clara, CA",03-28-2023,"Contract: W2, Independent, Corp-To-Corp, 13 day((s))",
740,Data Scientist,FirstParty,"Python, SQL",Remote,03-24-2023,"Contract: W2, 12 Month(s)",$70 - $90
741,Data Scientist - Data Analyst,Chobanian Group,"Tableau, SQL, Python","Sunnyvale, CA",04-13-2023,"Contract: W2, Independent",$80 - $90
742,Principle Data Scientist,Motion Recruitment,[],"Columbus, OH",03-21-2023,Full Time,
743,Data Scientist,MAXAR Technologies,[],"Arlington, VA",03-13-2023,Full Time,
744,Actuarial Data Scientist - Remote,Amica,[],"Remote or Lincoln, RI",03-28-2023,Full Time,See Job Description
745,,,[],,,,
746,Data Scientist,Apex Systems,[],"Lenexa, KS",03-14-2023,Full Time,
747,Sr. Data Scientist,Concentrix Catalyst,Network,Remote,04-01-2023,Full Time,
748,Data Scientist II,"firstPRO, Inc","Sql, R, Python",Remote,03-29-2023,Full Time,"$90,000 - $120,000"
749,Data Scientist,"SystemDomain, Inc.",[],"Hartford, CT",03-09-2023,"Full Time, Part Time, Contract: Corp-To-Corp, W2, Independent",
750,Data Scientist / ML/AI / Chemistry / Manufacturing,Motion Recruitment,[],"Los Angeles, CA",04-07-2023,Full Time,
751,Sr Data Scientist,SHOP.COM / Market America,"PyTorch, Tensorflow, scikit-learn, Python, SQL",Remote,03-27-2023,Full Time,Depends on Experience
752,,,[],,,,
753,Data Scientist Only on W2 - (Initially REMOTE),Xcelo Group Inc,[],Remote,04-10-2023,"Full Time, Part Time, Contract: W2, Independent, Corp-To-Corp",
754,,,[],,,,
755,Senior Data Scientist (US Remote Eligible),General Mills,[],"Minneapolis, MN",04-04-2023,Full Time,Depends on Experience
756,Senior Data Scientist,Eliassen Group,[],"Charlotte, NC",03-16-2023,Contract: W2,
757,Data Scientist (Remote),Surya Systems,"SQL, Python, data scientist",Remote,01-13-2023,"Contract: Corp-To-Corp, W2, 12+ Month(s)",$Market
758,IT|Data Analysis - Data Scientist I,Stellar Consulting Solutions,[],"Santa Clara, CA",03-27-2023,"Contract: W2, Independent, Corp-To-Corp, 5 month(s)",
759,Data Scientist,AccruePartners,"Python, Domino",,03-16-2023,Contract: W2,
760,Data Scientist/Optical Physicist - Direct Hire,Kelly,"Computer, Engineering, Python, Embedded, Developer, IT","Denver, CO",04-13-2023,Full Time,
761,Senior Data Scientist,Infinity Consulting Solutions,"Python, SQL, Application, Modeling, Web, Consulting, ICS, Accounting","Lisle, IL",03-23-2023,Full Time,
762,Data Scientist / ML/AI/ Chemical Engineering / Manufacturing,Motion Recruitment,[],"Houston, TX",04-07-2023,Full Time,
763,Data Scientist/ Masters or PhD required,Motion Recruitment,[],"Salt Lake City, AZ",04-05-2023,Full Time,
764,,,[],,,,
765,Data Scientist,Eliassen Group,[],"Stamford, CT",03-02-2023,Contract: W2,
766,Data Scientist,EKIN Solutions Inc,"Machine Learning, Hadoop Ecosystem, Spark",Remote,03-16-2023,Full Time,"$100,000 - $140,000"
767,Senior Data Scientist,Centraprise Corp,"Python, Data Science, Artificial Intelligence, Natural Language Processing",,03-02-2023,"Full Time, Contract: W2",$DOE
768,"Lead Data Scientist, Underwriting",New York Life Insurance Company,"Artificial Intelligence, Analytical, IT, Python, SQL, Oracle, Sales, Foundation",Remote,03-27-2023,Full Time,
769,Remote Data Scientist,Apex Systems,[],"Johnston, IA",03-10-2023,Full Time,
770,R Developer/ Data Scientist,Quantum Vision LLC,R,"Jersey City, NJ",03-30-2023,"Contract: Corp-To-Corp, W2, Independent, 12 month(s)",
771,Data Scientist/Analyst,Software Guidance & Assistance,[],"San Francisco, CA",03-09-2023,"Contract: Corp-To-Corp, W2, Independent",$90.0 - $105.0
772,Data Scientist,Robert Half,"IT, Engineering, Computer, SQL, Python, Analysis, Networks","Houston, TX",03-10-2023,"Contract: W2, Independent",$61.75 to $71.50 hourly
773,Data Scientist - Cyber,"ConsultNet, LLC","Director, Computer, Physics, Engineering, Python, SQL, AWS","Rockville, MD",03-16-2023,Full Time,
774,Data Scientist - TS/SCI full-scope poly,Motion Recruitment,[]," washington, DC",03-28-2023,Full Time,
775,Jr. Data Scientist,Skilltune,"emass, xacta","New York, NY",03-20-2023,"Contract: W2, 14 Month(s)",$40 - $55
776,,,[],,,,
777,,,[],,,,
778,Data Analyst/Scientist (Oracle),World Wide Technology,"Data Scientist, oracle",Remote,04-05-2023,"Contract: W2, 12 Month(s)",Depends on Experience
779,"Lead Data Scientist at Reston, Virginia (Initial Remote)","KMM Technologies, Inc","HADOOP, Analytics, AWS, ML, Hive","Remote or Reston, VA",04-13-2023,"Contract: W2, Independent, Corp-To-Corp, 24",
780,Senior Data Scientist Health and Wellness DTC Consumer Product Company,Motion Recruitment,[],"Watertown, MA",04-08-2023,Full Time,
781,,,[],,,,
782,Data Scientist 3,HII Mission Technologies,[],"San Antonio, TX",03-02-2023,Full Time,
783,Data Scientist / Data Analyst,"firstPRO, Inc",R,"Camden, NJ",03-22-2023,Full Time,"$80,000 - $100,000"
