index,title,company,skills,location,posted_date,type,salary
600,MS SQL Developer,The Hire Method LLC,,"Latham, NY",,,"$75,000 - $100,000 a year"
601,Technical Product Manager,"RE/MAX, LLC",,Remote,,Remote,"$100,000 - $130,000 a year"
602,Business Systems Analyst,InnovaSystems,,"Norfolk, VA",,,"$50,000 - $60,000 a year"
603,Senior Architect,Citizens,,"Johnston, RI",,,
604,Comcast Cybersecurity: Cloud Security Engineer 3,Comcast,,"Philadelphia, PA",,,
605,Azure Data Architect,Ismile Technologies,,"Sacramento, CA",,,$70 - $80 an hour
606,Sr. Software Engineer,"InnovaSystems International, LLC",,"Alexandria, VA",,,"$150,000 - $170,000 a year"
607,IT Report Developer Senior (Epic BID),University Hospitals,,"Shaker Heights, OH",,,$63.7K - $80.6K a year
608,Junior iOS Developer,Enhance IT,,"New York, NY",,,
609,100% Remote Data Architect,Locks Global Staffing LLC,,"Los Angeles, CA",,Remote,"$110,000 - $150,000 a year"
610,Azure Data Engineer architect,Conglomerate IT,,"Washington, DC",,,From $50 an hour
611,Sr. Data Warehouse Architect,Intone Networks,,"New York, NY",,,$80 - $90 an hour
612,Senior Data Architect with Snowflake,KPI Partners,,Remote,,Remote,$50.79 - $65.47 an hour
613,Data Warehouse Architect,Xforia,,"New York, NY",,,$80 an hour
614,AWS Cloud Architect,NTT DATA,,"Rockville, MD",,,
615,Cisco Network Engineer,"InfoStructures, Inc.",,"Washington, DC",,,$66.2K - $83.9K a year
616,Engineer 2 - Front End Developer (Angular),Comcast,,"Philadelphia, PA",,,
617,Big Data Architect-Onsite,Digital Dhara LLC,,"Philadelphia, PA",,Onsite,$60.21 - $80.13 an hour
618,Amazon Solution Architect,Quant Solutions,,Remote,,Remote,"$140,000 - $190,000 a year"
619,Enterprise Architect,DSM Infocom,,Remote,,Remote,$80 - $100 an hour
620,Data Architect,OFFSHORE HCL GLOBAL SYSTEMS INDIA PRIVATE LIMITED,,"Orlando, FL",,,$85 - $90 an hour
621,"Data Warehouse Developer, Remote",Samjose Infotech,,Remote,,Remote,$94.2K - $119K a year
622,Business Systems Analyst,Hertz,,"Estero, FL",,,
623,Java Streaming Developer,The Judge Group,,"Chicago, IL",,,
624,"Analytics Engineer - Remote 25% travel to Jacksonville, FL",Complete Health,,"Jacksonville, FL",,Remote,$93.5K - $118K a year
625,Systems Engineer,Kendall Vegetation Services,,"Lawrenceville, GA",,,"$90,000 - $110,000 a year"
626,Senior Security Architect,Comcast,,"Plano, TX",,,
627,AI Engineer,Sticker Mule,,Remote,,Remote,From $135 a day
628,Decision Scientist,Johns Hopkins Applied Physics Laboratory (APL),,"Laurel, MD",,,
629,Senior Data Scientist (On-Site),"Nuvative, Inc.",,"Wichita, KS",,Onsite,$86.8K - $110K a year
630,Data Scientist (On-Site),"Nuvative, Inc.",,"Wichita, KS",,Onsite,$68.3K - $86.5K a year
631,"Data Scientist(R,Python,Linux,Biobank,NHS data,EHR-phenotyping)",Tellus Solutions,,Remote,,Remote,
632,Data Scientist,HCRM Consulting Corp,,Remote,,Remote,$50.70 - $63.46 an hour
633,Data Scientist,Ivy Rehab Physical Therapy,,Remote,,Remote,$113K - $143K a year
634,Data Scientist,TELLUS SOLUTIONS,,Remote,,Remote,
635,Data Scientist,QuantAQ,,Remote,,Remote,"$109,000 - $147,000 a year"
636,Quality Improvement Specialist,Vista Autism Services,,"Hershey, PA",,,$53.6K - $67.9K a year
637,Deep Learning Researcher,Topaz Labs,,"Dallas, TX",,,$62.6K - $79.3K a year
638,Mail Processing Statistician,Confidential,,"Sterling, VA",,,$42.9K - $54.4K a year
639,Data Scientist Trainee Cohort3,Axle Informatics,,"Rockville, MD",,,$51.5K - $65.2K a year
640,"Data Scientist, Customer Experimentation",Eppo,,Remote,,Remote,"$150,000 - $174,000 a year"
641,Data Scientist,ServiceMaster,,Remote,,Remote,$89.4K - $113K a year
642,Data Scientist,Zen Strategics LLC,,Remote,,Remote,$104K - $131K a year
643,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
644,Senior Healthcare Data Analyst,Scottish Rite for Children,,"Dallas, TX",,,$75.6K - $95.7K a year
645,Data Engineer,"Bluemont Technology & Research, Inc.",,"Norfolk, VA",,,"$90,000 - $130,000 a year"
646,Data Scientist-Threat Management,Reithorp Solutions LLC,,"Washington, DC",,,$118K - $150K a year
647,Senior Data Scientist (ML / AI) - RCCB,Reyes Coca-Cola Bottling,,"Niles, IL",,,
648,Senior Data Analyst,Physician's Weekly,,"Basking Ridge, NJ",,,"$75,000 - $90,000 a year"
649,Data Scientist,HCRM Consulting Corp,,Remote,,Remote,$50.70 - $63.46 an hour
650,Data Science Consultant,Deloitte,,"Rosslyn, VA",,,$117K - $149K a year
651,Data Scientist,"Modular Mining Systems, Inc",,"Tucson, AZ",,,$85.9K - $109K a year
652,AI Machine Learning Scientist,Elevance Health,,"Chicago, IL",,,$105K - $133K a year
653,Data Scientist,Ivy Rehab Physical Therapy,,Remote,,Remote,$113K - $143K a year
654,Data Scientist,TELLUS SOLUTIONS,,Remote,,Remote,
655,Data Scientist,QuantAQ,,Remote,,Remote,"$109,000 - $147,000 a year"
656,Data Scientist Trainee Cohort3,Axle Informatics,,"Rockville, MD",,,$51.5K - $65.2K a year
657,Data Scientist,ServiceMaster,,Remote,,Remote,$89.4K - $113K a year
658,Data Scientist II,Navy Federal Credit Union,,"Pensacola, FL",,,
659,Data Scientist I/II (Savings Products),Navy Federal Credit Union,,"Pensacola, FL",,,
660,Manager of Data Engineering and Science,Fusion Medical Staffing,,"Omaha, NE",,,"$135,000 - $145,000 a year"
661,Data Scientist,Zen Strategics LLC,,Remote,,Remote,$104K - $131K a year
662,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
663,Data Scientist,Wish,,"San Francisco, CA",,,"$141,000 - $169,000 a year"
664,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
665,Senior Data Scientist,Beam,,Remote,,Remote,"$140,000 - $170,000 a year"
666,Junior Data Scientist,Pragmatics,,"Columbia, MD",,,"$110,000 - $150,000 a year"
667,Data Scientist IV,MAPFRE,,"Boston, MA",,,$101K - $127K a year
668,Data Scientist II,Vetegrity,,"Fort Meade, MD",,,$124K - $157K a year
669,Director Engineering - Data Science & BI,Medifast Inc,,"Baltimore, MD",,,$92.8K - $117K a year
670,Provider Data Analyst Senior ( Network Management Consult Senior),Elevance Health,,Louisiana,,,$81.9K - $104K a year
671,Data Scientist,HCRM Consulting Corp,,Remote,,Remote,$50.70 - $63.46 an hour
672,Provider Data Analyst Senior ( Network Management Consult Senior),Elevance Health,,Louisiana,,,$81.9K - $104K a year
673,Business Intelligence & Analytics - Data Scientist,Boston Consulting Group,,"Atlanta, GA",,,$102K - $129K a year
674,Sr. Data Scientist,Creative Financial Staffing,,"Fairfax, VA",,,
675,Data Scientist,TELLUS SOLUTIONS,,Remote,,Remote,
676,Data Scientist Trainee Cohort3,Axle Informatics,,"Rockville, MD",,,$51.5K - $65.2K a year
677,Data Scientist,ServiceMaster,,Remote,,Remote,$89.4K - $113K a year
678,Data Scientist,Zen Strategics LLC,,Remote,,Remote,$104K - $131K a year
679,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
680,"PhD Associate Director, Data Science R&D (Decision Sciences Identity Team - Chicago or Remote)",Epsilon,,"Chicago, IL",,Remote,$158K - $199K a year
681,Applied Machine Learning Scientist - Data Technologies,Bloomberg,,"New York, NY",,,"$160,000 - $250,000 a year"
682,Data Scientist,The Intersect Group,,"Wooster, OH",,,"$100,000 - $140,000 a year"
683,Data Scientist,Wish,,"San Francisco, CA",,,"$141,000 - $169,000 a year"
684,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
685,Senior Data Scientist,Beam,,Remote,,Remote,"$140,000 - $170,000 a year"
686,Jr. Data Scientist,Net2Aspire,,Remote,,Remote,"$65,000 - $80,000 a year"
687,Data Scientist - Fully remote,Meduit,,"Waco, TX",,Remote,$87.3K - $111K a year
688,"Data Scientist III, Cancer Genomics Research Laboratory (CGR)",Frederick National Laboratory,,"Rockville, MD",,,$94.9K - $120K a year
689,Data Engineer or Data Engineer Senior,Teacher Retirement System of Texas,,"Austin, TX",,,
690,Sr. Data Scientist (ML / AI),Reyes Holdings - Easy Apply,,"Des Plaines, IL",,Hybrid,"$120,000 - $160,000 a year"
691,Senior Data Analyst,REV Federal Credit Union,,"Summerville, SC",,,$75.5K - $95.6K a year
692,Applied Statistician - Data Technologies,Bloomberg,,"New York, NY",,,"$160,000 - $250,000 a year"
693,Data Scientist,HCRM Consulting Corp,,Remote,,Remote,$50.70 - $63.46 an hour
694,"Director, Artificial Intelligence & Data Science",WALGREENS,,"Deerfield, IL",,,
695,Senior Data Analyst,Experfy,,"Boston, MA",,,$65 - $70 an hour
696,Machine Learning Engineer,Idea Evolver,,Remote,,Remote,"$120,000 - $160,000 a year"
697,Data Scientist,TELLUS SOLUTIONS,,Remote,,Remote,
698,Data Scientist Trainee Cohort3,Axle Informatics,,"Rockville, MD",,,$51.5K - $65.2K a year
699,Data Scientist,ServiceMaster,,Remote,,Remote,$89.4K - $113K a year
700,Data Scientist,Zen Strategics LLC,,Remote,,Remote,$104K - $131K a year
701,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
702,Senior AI Perception Algorithm Engineer/Scientist,Black Sesame Technologies Inc,,"San Jose, CA",,,$112K - $142K a year
703,Sr Operations Data Analyst,Hertz,,"Estero, FL",,,
704,"Data Mining/Python/Machine learning/Marketing, Healthcare/Medispa","Medical Aesthetics, Derm/Plastics",,"Los Angeles, CA",,,"$80,000 - $130,000 a year"
705,Data Scientist,Wish,,"San Francisco, CA",,,"$141,000 - $169,000 a year"
706,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
707,Senior Data Scientist,Beam,,Remote,,Remote,"$140,000 - $170,000 a year"
708,Jr. Data Scientist,Net2Aspire,,Remote,,Remote,"$65,000 - $80,000 a year"
709,Data Scientist,Meduit,,"Waco, TX",,Remote,$87.3K - $111K a year
710,"Sr Data Analyst, AMERICAS",Smart AdServer,,"Manhattan, NY",,,"$95,000 - $115,000 a year"
711,AI/ML Autonomous Vehicle Software Video Analyst,Kett Engineering Corporation,,"Santa Clara, CA",,,$27 an hour
712,Data Science Engineer,Atlantic Energy Partners,,"Houston, TX",,,From $25 an hour
713,Sr. Healthcare Data Analyst,"Millennium Physicians Association, PLLC",,"Kingwood, TX",,,$60.8K - $77K a year
714,Project Manager with Data Science Experience,"innoVet Health, LLC",,Remote,,Remote,"From $130,000 a year"
715,Data Scientist,HCRM Consulting Corp,,Remote,,Remote,$50.70 - $63.46 an hour
716,Senior Data Analyst - Operations,Wilshire Law Firm PLC,,"Los Angeles, CA",,,"$150,000 - $200,000 a year"
717,Data Science Lead,The Judge Group,,"Trenton, NJ",,,
718,"Sup/Mgr/Sr. Mgr, Analytics & Data Science",MatchPointe Group,,"Phoenix, AZ",,,"$120,000 - $160,000 a year"
719,Data Scientist Trainee Cohort3,Axle Informatics,,"Rockville, MD",,,$51.5K - $65.2K a year
720,Data Scientist,Zen Strategics LLC,,Remote,,Remote,$104K - $131K a year
721,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
722,Data Scientist,Wish,,"San Francisco, CA",,,"$141,000 - $169,000 a year"
723,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
724,Senior Predictive Modeler,Sitewise Analytics,,"Dallas, TX",,,"From $90,000 a year"
725,Senior Systems Engineer - Systems Modeling & Controls Expert,Cenergy International Services,,"Boston, MA",,,"From $125,000 a year"
726,Machine Learning Engineer,"Smart Data Solutions, LLC",,"Saint Paul, MN",,,$61.4K - $77.8K a year
727,Senior Data Scientist,Beam,,Remote,,Remote,"$140,000 - $170,000 a year"
728,Jr. Data Scientist,Net2Aspire,,Remote,,Remote,"$65,000 - $80,000 a year"
729,Data Scientist,Meduit,,"Waco, TX",,Remote,$87.3K - $111K a year
730,Junior Data Scientist,NYC Health + Hospitals,,"New York, NY",,,"$61,000 - $85,000 a year"
731,Data Scientist,ConnectiveRx,,Remote,,Remote,$98.9K - $125K a year
732,Senior Data Analyst - Finance,Slim Chickens,,"Fayetteville, AR",,,
733,CTO/Co-Founder for Marketing AI Software Startup,ADSPACE®,,"Austin, TX",,,$72.7K - $92K a year
734,Minimum $20k Sign-On Bonus** Senior Electro-Optical Sensor/Seeker Data Analyst,Raytheon Missiles & Defense,,"Tucson, AZ",,,
735,Machine Learning Engineer,Vectrus,,"King George, VA",,,"$105,000 - $155,000 a year"
736,Senior Application Data Analyst,Interborough Developmental and Consultation Center,,"Brooklyn, NY",,,"$100,000 - $130,000 a year"
737,Data Scientist,HCRM Consulting Corp,,Remote,,Remote,$50.70 - $63.46 an hour
738,Senior Application Data Analyst,Interborough Developmental and Consultation Center,,"Brooklyn, NY",,,"$100,000 - $130,000 a year"
739,R20732 Statistical Analyst Consultant,Regeneron,,"Tarrytown, NY",,,
740,Statistical Programmer,Talentech Consulting LLC,,Remote,,Remote,$97.6K - $124K a year
741,Data Scientist Trainee Cohort3,Axle Informatics,,"Rockville, MD",,,$51.5K - $65.2K a year
742,Data Scientist,Zen Strategics LLC,,Remote,,Remote,$104K - $131K a year
743,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
744,Data Scientist,Wish,,"San Francisco, CA",,,"$141,000 - $169,000 a year"
745,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
746,Machine Learning InfraStructure Engineer,JumpSmart,,"San Francisco, CA",,,"$124,603 - $150,060 a year"
747,Senior Data Analyst (Processing and Quality Control),Postal Center International,,"Weston, FL",,,"From $115,000 a year"
748,AI Engineer / Architect with Experience in Edtech or Gaming Industry,Stemuli Studios Inc.,,Remote,,Remote,"From $100,000 a year"
749,Senior Data Scientist,Beam,,Remote,,Remote,"$140,000 - $170,000 a year"
750,Jr. Data Scientist,Net2Aspire,,Remote,,Remote,"$65,000 - $80,000 a year"
751,Data Scientist,Meduit,,"Waco, TX",,Remote,$87.3K - $111K a year
752,Junior Data Scientist,NYC Health + Hospitals,,"New York, NY",,,"$61,000 - $85,000 a year"
753,Data Scientist,ConnectiveRx,,Remote,,Remote,$98.9K - $125K a year
754,Senior Statistical Programmer,Talentech Consulting LLC,,Remote,,Remote,"$59,705 - $120,730 a year"
755,Sr. Data Analyst - AML Analytics & Customer Risk Rating,PNC Financial Services Group,,"Pittsburgh, PA",,,
756,"Software Engineer, AI Compiler (Principal/Senior Staff/Staff/Senior)",Black Sesame Technologies Inc,,"San Jose, CA",,,$118K - $150K a year
757,Data Scientist,HCRM Consulting Corp,,Remote,,Remote,$50.70 - $63.46 an hour
758,Data Scientist,Zen Strategics LLC,,Remote,,Remote,$104K - $131K a year
759,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
760,Data Scientist,Wish,,"San Francisco, CA",,,"$141,000 - $169,000 a year"
761,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
762,Jr. Data Scientist,Net2Aspire,,Remote,,Remote,"$65,000 - $80,000 a year"
763,Data Scientist,Meduit,,"Waco, TX",,Remote,$87.3K - $111K a year
764,Junior Data Scientist,NYC Health + Hospitals,,"New York, NY",,,"$61,000 - $85,000 a year"
765,Data Scientist,ConnectiveRx,,Remote,,Remote,$98.9K - $125K a year
766,Data Scientist,LEAZ EDUTECH OPC PVT LTD,,Remote,,Remote,"$77,732 - $192,440 a year"
767,Data Scientist,Kaizen Analytix,,Remote,,Remote,$50 - $60 an hour
768,Data Scientist,HCRM Consulting Corp,,Remote,,Remote,$50.70 - $63.46 an hour
769,Junior Data Scientist,Enhance IT,,"New York, NY",,,
770,Data Scientist,Hertz,,"Estero, FL",,,
771,"Scientist 2, Enterprise Data Analytics & Data Intelligence",Comcast,,"Englewood, CO",,,
772,Data Scientist,Zen Strategics LLC,,Remote,,Remote,$104K - $131K a year
773,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
774,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
775,Jr. Data Scientist,Net2Aspire,,Remote,,Remote,"$65,000 - $80,000 a year"
776,Data Scientist,Meduit,,"Waco, TX",,Remote,$87.3K - $111K a year
777,Senior Data Analyst,Customers Bank,,Pennsylvania,,,$101K - $128K a year
778,Data Scientist - Biostatistics,"Ursus, Inc.",,"Sunnyvale, CA",,,$70.00 - $80.03 an hour
779,Data Scientist,Driscoll Health,,"Corpus Christi, TX",,,$72.7K - $92K a year
780,Junior Data Scientist,NYC Health + Hospitals,,"New York, NY",,,"$61,000 - $85,000 a year"
781,Data Scientist,ConnectiveRx,,Remote,,Remote,$98.9K - $125K a year
782,Data Scientist,LEAZ EDUTECH OPC PVT LTD,,Remote,,Remote,"$77,732 - $192,440 a year"
783,Data Scientist,Kaizen Analytix,,Remote,,Remote,$50 - $60 an hour
784,Jr. Data Scientist,"WhirlWind Technologies, LLC",,Remote,,Remote,"$86,000 - $110,000 a year"
785,"Sr Manager, Data Science",HCSC,,"Chicago, IL",,,$99.3K - $126K a year
786,Data Engineer - Hybrid,Medline Industries Inc,,"Chicago, IL",,Hybrid,$89.6K - $113K a year
787,"PhD Director, Data Science R&D (Decision Sciences Identity Team)",Epsilon,,"Chicago, IL",,Remote or Onsite,$123K - $156K a year
788,Senior Data Scientist- 23010228,MoneyGram,,"Dallas, TX",,,"$110,000 - $134,750 a year"
789,MS Azure Data Scientist (Hybrid Schedule),Ahlstrom,,"Kaukauna, WI",,Hybrid,
790,Senior Data Scientist,FutureFit AI,,"New York, NY",,,$141K - $178K a year
791,Data Scientist,The Josef Group Inc.,,"Annapolis Junction, MD",,,"$150,000 - $240,000 a year"
792,"Cloud Data Engineer I - AWS, Python, Snowflake, SQL","The Travelers Companies, Inc.",,"Hartford, CT",,,
793,Sr. Data Analyst,Jobot,,"Atlanta, GA",,,"$80,000 - $110,000 a year"
794,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
795,Jr. Data Scientist,Net2Aspire,,Remote,,Remote,"$65,000 - $80,000 a year"
796,Data Scientist,Meduit,,"Waco, TX",,Remote,$87.3K - $111K a year
797,Junior Data Scientist,NYC Health + Hospitals,,"New York, NY",,,"$61,000 - $85,000 a year"
798,Data Scientist,LEAZ EDUTECH OPC PVT LTD,,Remote,,Remote,"$77,732 - $192,440 a year"
799,"Sr. Architect  Data , AI, Information Architecture","The Travelers Companies, Inc.",,"Hartford, CT",,,
800,Senior Data Analyst,GrayHawk Health,,"Chesterbrook, PA",,,$78.7K - $99.7K a year
801,Biotech Machine Learning Scientist,Gables Search Group,,"Pittsburgh, PA",,,$73.3K - $92.8K a year
802,Data Scientist,Kaizen Analytix,,Remote,,Remote,$50 - $60 an hour
803,Jr. Data Scientist,"WhirlWind Technologies, LLC",,Remote,,Remote,"$86,000 - $110,000 a year"
804,Data Engineer,Gateway Professional Network,,Remote,,Remote,"$95,000 - $145,000 a year"
805,Data Scientist,Newfish Inc,,"New York, NY",,,$111K - $141K a year
806,Data Scientist,Nanit,,"New York, NY",,,"$115,000 - $120,000 a year"
807,Sr. Data Scientist,Berry Appleman & Leiden LLP,,Remote,,Remote,$97.8K - $124K a year
808,Data Scientist  Vehicle Procurement (On-site Role),Hertz,,"Estero, FL",,Onsite,
809,Senior NLP Research Engineer - Artificial Intelligence Group,Bloomberg,,"New York, NY",,,"$165,000 - $260,000 a year"
810,Data Scientist (with Product Owner experience),OpTech LLC,,"Columbus, OH",,,$55 - $60 an hour
811,Principal Statistical Programmer/ Data Science Systems,Labcorp,,"Wilmington, NC",,Remote,"$110,000 - $150,000 a year"
812,Data Scientist,Maddisoft,,"Houston, TX",,,"$95,000 - $110,000 a year"
813,Machine Learning Engineer,Vadum Inc,,"Raleigh, NC",,,
814,AI Developer,CobbleStone Software,,"Clementon, NJ",,,"$75,000 - $95,000 a year"
815,Senior Machine Learning Engineer,MicroAI,,"Irving, TX",,,$122K - $154K a year
816,Jr. Data Scientist,Net2Aspire,,Remote,,Remote,"$65,000 - $80,000 a year"
817,Data Scientist,Meduit,,"Waco, TX",,Remote,$87.3K - $111K a year
818,Junior Data Scientist,NYC Health + Hospitals,,"New York, NY",,,"$61,000 - $85,000 a year"
819,Data Scientist,Kaizen Analytix,,Remote,,Remote,$50 - $60 an hour
820,Jr. Data Scientist,"WhirlWind Technologies, LLC",,Remote,,Remote,"$86,000 - $110,000 a year"
821,Machine Learning Framework Engineer,Comcast,,"Washington, DC",,,
822,Senior Machine Learning Engineer - Data Automation,Bloomberg,,"New York, NY",,,"$165,000 - $260,000 a year"
823,Data Scientist (Energy Preferred),Jobot,,"Herndon, VA",,,"$140,000 - $170,000 a year"
824,Data Scientist,Newfish Inc,,"New York, NY",,,$111K - $141K a year
825,Data Scientist,Nanit,,"New York, NY",,,"$115,000 - $120,000 a year"
826,Data Scientist,Blue Apron,,"New York, NY",,,$99.4K - $126K a year
827,Scientist I - Image Registration & Multimodal Data Integration,Allen Institute,,"Seattle, WA",,,"$80,253 - $112,355 a year"
828,Junior Data Scientist,Augray,,"Brookfield, WI",,,"$55,000 - $60,000 a year"
829,Senior Manager Data Scientist,WALGREENS,,"Deerfield, IL",,,
830,"Associate Director, Statistical Programming",SAGE Therapeutics,,Remote,,Remote,"$150,923 - $207,519 a year"
831,"Engineer 3, Machine Learning",Comcast,,"Washington, DC",,,
832,"Director, Cloud Data Engineering Tech Lead - Enterprise Market Research","The Travelers Companies, Inc.",,"Hartford, CT",,,
833,"Director, Commercial Data Science and Decision Analytics",SAGE Therapeutics,,Massachusetts,,,"$175,642 - $241,508 a year"
